brand,product_name,finish,skin_type,price_range,ingredients,ingredients_source,fragrance_free,hypoallergenic,derm_tested,where_to_buy,open_beauty_facts_url,source
bareMinerals,Prime Time™ Foundation Primer,matte,"[""seco""]",$25-$29,Cyclopentasiloxane- Dimethicone Crosspolymer- Dimethicone- Silica- Magnesium Silicate- Ascorbic Acid (Vitamin C)- Tocopherol (Vitamin E)- Pantothenic Acid (Vitamin B5)- Aloe Barbadensis Leaf Extract- Chamomilla Recutita Flower Extract- Glycyrrhiza Glabra (Licorice) Extract.,sephora,,,,https://www.sephora.com/product/prime-time-foundation-primer-P182405?icid2=products grid:p182405,,sephora/open-dataset
beautyblender,Opal Essence™ Serum Primer,hydrating,"[""seco""]",$30-$34,Water- Propanediol- Cyclopentasiloxane- Cyclohexasiloxane- Hydrogenated Polydecene- Caprylic/Capric Triglyceride- Cetyl Ethylhexanoate- Polyglyceryl-3- Methylglucose Distearate- Dimethicone- Candida Bombicola/Glucose/Methyl Rapeseedate Ferment- Glyceryl Stearate SE- Prunus Amygdalus Dulcis (Sweet Almond) Oil- Prunus Armeniaca (Apricot) Kernel Oil- Portulaca Oleracea Extract- Glycyrrhiza Uralensis (Licorice) Root Extract- Paeonia Albiflora Root Extract- Angelica Pubescens Root Extract- Phellodendron Amurense Bark Extract- Rheum Palmatum Root Extract- Schizonepeta Tenuifolia Extract- Solanum Lycopersicum (Tomato) Leaf Cell Culture Extract- Angelica Gigas Root Extract- Lithospermum Erythrorhizon Root Extract- Olea Europaea (Olive) Fruit Oil- Helianthus Annuus (Sunflower) Seed Oil- Yeast Extract- Tocopherol PEG-60 Hydrogenated Castor Oil- Glycerin- Methyl Glucose Sesquistearate- Ethylhexylglycerin- Ethoxydiglycol- Butylene Glycol- 1-2-Hexanediol Caprylyl Glycol- Fragrance- Limonene.,sephora,False,,,https://www.sephora.com/product/opal-essence-serum-primer-P441840?icid2=products grid:p441840,,sephora/open-dataset
beautyblender,Selfie Shield™ Broad Spectrum SPF 38 Dry Oil Primer,natural,"[""seco""]",$30-$34,-Avobenzone 3%- Homosalate 10%- Octinoxate 7.5%- Octisalate 5%- Octocrylene 5%: Sunscreen. C12-15 Alkyl Benzoate- Propylene Glycol- Dicaprylate/Dicaprate- Dicaprylyl Ether- Argania Spinosa Kernel Oil- Tocopheryl- Acetate- Dunaliella Salina Extract- Tocopherol- Bisabolol- Tetrahexyldecyl Ascorbate- Hydrogenated Polydecene- BHT.,sephora,,,,https://www.sephora.com/product/selfie-shield-broad-spectrum-spf-38-dry-oil-primer-P442584?icid2=products grid:p442584,,sephora/open-dataset
beautyblender,THE LEVELER™ Pore Minimizing Primer,matte,"[""normal"", ""misto""]",$30-$34,Dimethicone- Water- Cyclopentasiloxane- Dimethicone/Vinyl Dimethicone Crosspolymer- Isododecane- Polymethyl Methacrylate- Niacinamide- Cetyl PEG/PPG-10/1 Dimethicone- Disteardimonium- Hectorite- Talc- Hamamelis Virginiana (Witch Hazel) Leaf Extract- Honey- Tropolone- Glycerin- Sodium- Dehydroacetate- Disodium EDTA- Hydrogen Dimethicone- Aluminum Hydroxide- Phenoxyethanol- Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate- Titanium Dioxide (Ci 77891)- Iron Oxides (Ci 77492- Ci 77491- Ci 77499).,sephora,,,,https://www.sephora.com/product/the-leveler-pore-minimizing-primer-P441839?icid2=products grid:p441839,,sephora/open-dataset
lilah b.,Aglow™ Priming Oil,dewy,"[""normal"", ""misto""]",$65-$69,-Tamanu Oil: Helps moisturize and soothe skin. -Jojoba Oil: Supports- moisturizes- and smooths the look of skin’s texture. -Purple Tea Extract: Help improve the appearance of skin’s tone. Prunus Amygdalus Dulcis (Sweet Almond) Oil- Rosa Damascena Flower Water- Polyglyceryl-4 Oleate- Tocopherol- Polyglyceryl-6 Oleate- Polyhydroxystearic Acid- Quaternium-90 Bentonite- Caprylic/Capric Triglyceride- Calophyllum Inophyllum Seed Oil- Simmondsia Chinensis (Jojoba) Seed Oil- Lavandula Angustifolia (Lavender) Oil- Vitis Vinifera (Grape) Fruit Cell Extract- Camellia Sinensis Leaf Extract- Camellia Sinensis Leaf Powder- Water- Sodium Chloride- Undecane- Tridecane- Butylene Glycol- Maltodextrin- Citric Acid- Linalool- Limonene. Clean at Sephora products are formulated without: Sulfates—SLS + SLES- Parabens- Formaldehydes- Formaldehyde-releasing agents- Phthalates- Mineral Oil- Retinyl Palmitate- Oxybenzone- Coal Tar- Hydroquinone- Triclosan- Triclocarban- Undisclosed synthetic fragrances (Products can be formulated with disclosed synthetic fragrances that meet the following two criteria: (1) the synthetic fragrances do not include any of the ingredients listed in numbers 1 through 12 above and (2) the synthetic fragrances are at a concentration below 1% of the total formula) The following type of acrylates: (ethyl acrylate- ethyl methacrylate- methyl methacrylate- butyl methacrylate- hydroxypropyl methacrylate- tetrahydrofurfuryl methacrylate- trimethylolpropane trimethacrylate - aluminum salts)- Animal Oils/Musks/Fats- Benzophenone + Related Compounds- Butoxyethanol- Carbon Black- Lead/Lead Acetate- Methyl Cellosolve + Methoxyethanol- Methylchloroisothiazolinone & Methylisothiazolinone- Mercury + Mercury Compounds (Thimerisol)- Insoluble Plastic Microbeads (This prohibited ingredient applies to products that are meant to be rinsed off )- Resorcinol- Talc (Talc that is free of any asbestos can be used in the formulation provided that Brand conducts testing to ensure that talc is free of any asbestos.)- Toluene- Butylated hydroxyanisole (BHA)- Butylated hydroxytoluene (BHT) that is 0.1% or more of total formula- Ethanolamines DEA/TEA/MEA/ETA- Nanoparticles as defined by the European Commission- Petrolatum and Parrafin that is not USP grade- Phenoxyethanol that is 1% or more of total formulation- Polyacrylamide & Acrylamide- The following types of Styrene (Bromostyrene- Deastyrene/acrylates/dvbcopolymer- sodium styrene/divinylbenzene copolymer- styrene oxide- styrene)- 1-4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off- wiped off or removed- 3ppm or < for products that are meant to remain on the skin).,sephora,False,,,https://www.sephora.com/product/lilah-b-aglow-priming-oil-P454770?icid2=products grid:p454770,,sephora/open-dataset
philosophy,anti-wrinkle miracle worker primer+ line-correcting primer,dewy,"[""oleoso"", ""misto"", ""seco"", ""normal""]",$35-$39,Cyclopentasiloxane- Dimethicone Crosspolymer- Cyclohexasiloxane- Caprylic/Capric Triglyceride- Ethylhexyl Palmitate- Phenoxyethanol- Isopropyl Palmitate- Tocopheryl Acetate- Tetrahexyldecyl Ascorbate- Lecithin- Silica Dimethyl Silylate- Tribehenin- Peg-6 Isostearate- Silica- Butylene Glycol- Aqua/Water/Eau- Polyhydroxystearic Acid- Alumina- Caprylyl Glycol- Sorbitan Isostearate- Swertia Chirata Extract- Sodium Hyaluronate- Hexylene Glycol- Hesperetin Laurate- Palmitoyl Tripeptide-1- Titanium Dioxide (Ci 77891).,sephora,,,,https://www.sephora.com/product/anti-wrinkle-miracle-worker-primer-line-correcting-primer-P440475?icid2=products grid:p440475,,sephora/open-dataset
tarte,Mini Timeless Smoothing Primer,matte,"[""normal"", ""misto""]",$15-$19,-Vitamin E: A natural preservative that also acts as an emollient and antioxidant.-Vitamin C: An antioxidant that fights free radical damage and premature signs of aging while brightening skin.-Green Bean Extract: Known to visibly reduce the appearance of fine lines- wrinkles- and pores. Cyclopentasiloxane- Dimethicone- Dimethicone/Vinyl Dimethicone Crosspolymer- Hydrogenated Vegetable Oil- Pentaerythrityl Tetraisostearate- Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer- Mica- Disteardimonium Hectorite- PEG-10 Dimethicone- PPG-25-Laureth-25- Silica Dimethyl Silylate- Silica- Water- Tocopheryl Acetate- Parfum/Fragrance- Trimethylsiloxysilicate- Diethylhexyl Syringylidenemalonate- Ascorbyl Palmitate- Propylene Glycol- Caprylic/Capric Triglyceride- Sodium Cocoyl Alaninate- Butylene Glycol- Glyceryl Stearate- Citric Acid- Hydrolyzed Collagen- Triethoxycaprylylsilane- Hydrolyzed Elastin- Cetyl Hydroxyethylcellulose- Rutin- Palmitoyl Tetrapeptide-7- Palmitoyl Tripeptide-1- Phaseolus Lunatus (Green Bean) Seed Extract- Phenoxyethanol- Limonene- Linalool- Citral- Hexyl Cinnamal- Hydroxycitronellal- Titanium Dioxide (CI 77891)- Carmine (CI 75470).,sephora,False,,,https://www.sephora.com/product/mini-timeless-smoothing-primer-P450537?icid2=products grid:p450537,,sephora/open-dataset
tarte,Poreless Mattifying Primer,matte,"[""oleoso"", ""misto"", ""seco""]",$30-$34,-Avocado: A natural oil rich in vitamins A- B1- B2- D- and E that’s known for its skin-soothing properties. -T5 Super Fruit Complex™: Proprietary blend of the five most active antioxidant-rich superfruits (maracuja- goji- açaí- acerola- and pomegranate) that delivers nourishing and replenishing benefits to skin. -Echinacea Root- Hibiscus Flower- and Rosemary Leaf Extracts: Rich in antioxidants to help neutralize free radicals; improves the look of skintone and elasticity; diffuses imperfections. -Safflower Seed: Emollient with beneficial fatty acids to help hydrate dry skin. Cyclopentasiloxane- Dimethicone Crosspolymer- Cyclohexasiloxane- Vitis Vinifera (Grape) Seed Oil- Carthamus Tinctorius (Safflower) Seed Oil- Tocopheryl Acetate- Mica- Persea Gratissima (Avocado) Oil- Euterpe Oleracea Fruit Extract- Lycium Barbarum Fruit Extract- Malpighia Punicifolia (Acerola) Fruit Extract- Passiflora Incarnata Fruit Extract- Punica Granatum Extract- Centella Asiatica Extract- Echinacea Angustifolia Extract- Hibiscus Rosa-Sinensis Flower Extract- Rosmarinus Officinalis (Rosemary) Leaf Extract- Phenoxyethanol.,sephora,,,True,https://www.sephora.com/product/clean-slate-poreless-12-hr-perfecting-primer-P310018?icid2=products grid:p310018,,sephora/open-dataset
tarte,SEA Quench Hydrating Primer,hydrating,"[""seco""]",$30-$34,-Algae and Marine Plant Extracts: Help reduce the appearance of fine lines and wrinkles while smoothing and softening skin.-Hyaluronic Acid: Delivers moisture- and supports natural firmness and suppleness.-Kefir Extract: Provides probiotic bacteria and amino acids; acts as an antioxidant to help brighten and moisturize skin.-Turmeric: Calms redness. Water- Dimethicone- Butylene Glycol- Glycerin- 1-2-Hexanediol- SD Alcohol 40-B (Alcohol Denat.)- Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer- Alpha-Glucan Oligosaccharide- Polyglyceryl-10 Behenate/Eicosadioate- Caprylyl Glycol- Polymethyl Methacrylate- Acrylates/C10-30 Alkyl Acrylate Crosspolymer- Fragrance- PPG-5-Ceteth-20- Dimethicone/Vinyl Dimethicone Crosspolymer- Dimethicone/PEG-10/15 Crosspolymer- Disodium EDTA- Tocopheryl Acetate- Hexylene Glycol- Sodium Hydroxide- Polysorbate 60- Sorbitan Isostearate- Melia Azadirachta Leaf Extract- Melia Azadirachta Flower Extract- Amino Esters-1- Coccinia Indica Fruit Extract- Aloe Barbadensis Flower Extract- Solanum Melongena (Eggplant) Fruit Extract- Sodium Hyaluronate- Dipropylene Glycol- Algae Extract- Corallina Officinalis Extract- Curcuma Longa (Turmeric) Root Extract- Ocimum Basilicum (Basil) Flower/Leaf Extract- Ocimum Sanctum Leaf Extract- Kluyveromyces/Lactobacillus/Lactococcus/Leuconostoc/Saccharomyces Milk Ferment Filtrate- Sodium Citrate- Tocopherol- Phenoxyethanol- Potassium Sorbate.,sephora,False,,,https://www.sephora.com/product/sea-quench-hydrating-primer-P432866?icid2=products grid:p432866,,sephora/open-dataset
tarte,Timeless Smoothing Primer,matte,"[""oleoso"", ""misto"", ""seco"", ""normal""]",$35-$39,-Vitamin E: Acts as an anti-inflammatory emollient and antioxidant. -Vitamin C: Fights free radical damage and premature signs of aging while brightening skin. -Green Bean Extract: Known for its anti-wrinkle and pore minimizing properties.-Mineral Pigments: Soothe and soften the skin. Cyclopentasiloxane- Dimethicone- Dimethicone/Vinyl Dimethicone Crosspolymer- Hydrogenated Vegetable Oil- Pentaerythrityl Tetraisostearate- Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer- Mica- Disteardimonium Hectorite- PEG-10 Dimethicone- PPG-25-Laureth-25- Silica Dimethyl Silylate- Silica- Water- Tocopheryl Acetate- Fragrance- Trimethylsiloxysilicate- Diethylhexyl Syringylidenemalonate- Ascorbyl Palmitate- Propylene Glycol- Caprylic/Capric Triglyceride- Sodium Cocoyl Alaninate- Butylene Glycol- Glyceryl Stearate- Citric Acid- Hydrolyzed Collagen- Triethoxycaprylylsilane- Hydrolyzed Elastin- Cetyl Hydroxyethylcellulose- Rutin- Palmitoyl Tetrapeptide-7- Palmitoyl Tripeptide-1- Phaseolus Lunatus (Green Bean) Seed Extract- Phenoxyethanol- Limonene- Linalool- Citral- Hexyl Cinnamal- Hydroxycitronellal- Titanium Dioxide (CI 77891)- Carmine (CI 75470).,sephora,False,,,https://www.sephora.com/product/timeless-smoothing-primer-P387228?icid2=products grid:p387228,,sephora/open-dataset
